,username,tweet,date
696,infokaltim,BPBD Beber Banjir yang Hantui Kota Bontang - Klik Bontang (Siaran Pers) https://t.co/u9xslTu2Rt #bontang,2016-09-19T18:45:16.000Z
697,infokaltim,"Waspada, Banjir Karena Defisit - Radar Kaltim https://t.co/a25oAHLSAo #bontang",2016-09-19T18:45:16.000Z
698,NendenMiaU,"Waspada !!!banjir kiriman Bogor sdh dikirim lagi ke Jakarta...Tadi saya liat mobil Tangki ada tulisan ""Air Dari Gunung Salak - Bogor""",2016-09-19T18:40:38.000Z
699,SipitNahh,"Kamu tau gak sih, kamu itu kaya Jakarta kalo lagi musim hujan. Bikin otakku ini macet total gara-gara banjir pikiran tentang kamu.",2016-09-19T18:40:14.000Z
700,indo_runner,Banjir Protes di Ajang PON XIX https://t.co/QkTUeYQ4Nm,2016-09-19T18:37:20.000Z
701,xtxxyhxxrx,"PSIS tengah banjir sampai keluar berita, keluar surat khabar, sooooo takde istihar cuti ke? #sistanyaje",2016-09-19T18:37:14.000Z
702,ridwan_ritonga,"pulang KERJA kehujanan ☔
sepanjang jalan menuju rumah BANJIR.. 😨",2016-09-19T18:36:37.000Z
703,nsyuhaiba,"Walaupun sis tak comel macam abby, sis kelako insha Allah kalau duduk dengan sis gusi uols tu banjir dengan air bandung",2016-09-19T18:34:46.000Z
704,UNODAHYUN98,@UNOPINKY98 /banjir/,2016-09-19T18:34:45.000Z
705,frznjay,kuala selangor banjir 😮,2016-09-19T18:33:50.000Z
706,OiiFirdaus,@siskasoe_ banjir anu wae -_-,2016-09-19T18:32:23.000Z
707,hilmanizham,Hujan ni harap kv banjir je lah,2016-09-19T18:30:42.000Z
708,MohArifWidarto,@Privideniya_TL @tribunnews yg itu ya foto plafon Terminal 3 yang runtuh. Dulu banjir dari bawah lantai 😀 https://t.co/XPxODBMll4,2016-09-19T18:21:54.000Z
709,abuqhalid,"@RadioElshinta toh hujan sedikit sj masih ada wilayah jakarta yg banjir...tak akan ada yg bisa mengatasi semua itu, kecuali jika Allah ridho",2016-09-19T18:20:37.000Z
710,nayyimm,"@twt_poli knp psis taknak bg cuti, sedangkan keadaan mcm bahaya je ni.....psis takde bagi amaran banjir ke ?",2016-09-19T18:20:29.000Z
711,fachim,"fenomena banjir dari kemang pindah ke balaikota, baru kali ini banjir di balaikota, mulut jamban bakal nuduh ada... https://t.co/7DXterU6zh",2016-09-19T18:17:29.000Z
712,BellaNazry96,@NurulAsyiqinSK @NureenFansyurna Eeee banjir pun racist keeee. Air pasang melayu mesti lambat kan hmm 😌,2016-09-19T18:16:17.000Z
713,sollyez,https://t.co/18q5w1w4Qa :  Banjir Protes di Ajang PON XIX: Perhelatan PON XIX Jawa Barat dihujani aksi… https://t.co/Wk7A7Krajh,2016-09-19T18:13:44.000Z
714,siskasoe_,Banjir kenangan.prekyaa,2016-09-19T18:12:57.000Z
715,hafizsyamil,mau banjir malam ni,2016-09-19T18:11:15.000Z
716,della_ulaan,"Haaaahhahha..mana doyan gua , ada juga lu kali buktinya sampai ngeces , gilaa banjir nih lontar karna ecesnya @Anggii_Fitri",2016-09-19T18:10:04.000Z
717,userwali_,Banjir kilat https://t.co/HYhMxDmcAQ,2016-09-19T18:06:37.000Z
718,beritakutv,Drainase Buruk Jalanan Banjir https://t.co/evxRNxZiwr,2016-09-19T18:01:27.000Z
719,kabarcijago,Drainase Buruk Jalanan Banjir https://t.co/xki5bCPjtj,2016-09-19T18:01:17.000Z
720,BangPitung_AJW,Balaikota Banjir!!...Banjir!!....Ahli Banjirnya Mana? #PilihGubernurAhli #PilihGubernurMuslim… https://t.co/oY10NtbLeS,2016-09-19T17:59:14.000Z
721,andriwiz_k,"Flashback,
   2013 januari tragis.. banjir besar keasikan nginep… https://t.co/g2ivYXdg7z",2016-09-19T17:58:34.000Z
722,ctnasmd,@NurulAsyiqinSK cemana boleh banjir ? Aceee cterrrr,2016-09-19T17:56:04.000Z
723,Minheeppo,Dijilmek junho enak bgt. Banjir lendirnya berasa jir dimemekku,2016-09-19T17:51:17.000Z
724,d3rhaka,Esok kalau banjir harap2 budak aras bawah lemas dulu kakakaka kk tipu je,2016-09-19T17:50:14.000Z
725,SudirmanAsun,katanya sih gara gara kutang dan kancut merah jambu #banjirJkt #balaikota,2016-09-19T17:49:50.000Z
726,SeptianiReni1,#BogorApaKabar Drainase Buruk Jalanan Banjir https://t.co/NVTJIKJ3E1,2016-09-19T17:48:21.000Z
727,BangkaFery,@patrulhyee kalo banjir uang harus di syukuri,2016-09-19T17:48:14.000Z
728,Metro_TV,Banjir Protes di Ajang PON XIX https://t.co/BMp5GOPyT3 https://t.co/FdyeEFehwD,2016-09-19T17:45:15.000Z
729,XXXJUNGKOOK,@XXXJYERIN biar produk gagal jg td bikin kamu banjir loh yang :p,2016-09-19T17:44:15.000Z
730,AinHamzah1,Dah alang2 nak banjir tu bagi la kitaorg cuti.,2016-09-19T17:42:47.000Z
731,Hoshosh96,@17Lwozi wkwk tenang aja mulai besok banjir makanan dah zi,2016-09-19T17:38:14.000Z
732,saefmi,kantor surahok banjir https://t.co/tLJK24gnBj,2016-09-19T17:37:20.000Z
733,chu_ikram,"@mhdhfzddn aaiiyyaakk, hahaha..cum kuda nie byak fiz, jdi burger banjir kuda nanti kang.",2016-09-19T17:36:55.000Z
734,baskoro_adytia,"@Spurs_ID @IndoSpurs starting terbaik spurs pas lawan sunderland kemaren, harus nya udah banjir gol tapi sunderland diselamatkan kiper nya",2016-09-19T17:36:14.000Z
735,myrapyja_,"Membe pesan tidur jgn lena sgt sejak banjir ni, masalah skrg takleh tidur langsung ni.",2016-09-19T17:35:38.000Z
736,mosesLisa24,https://t.co/mP7JiniTYY inilah 5 banjir teraneh didunia #news #berita,2016-09-19T17:35:12.000Z
737,Uuulalla,Tak pepasal ahhh banjir malam ni. Haaaaa ☹️👎🏻,2016-09-19T17:33:53.000Z
738,EkaMuhaimin_,KS dengan TK pun banjir.,2016-09-19T17:33:49.000Z
739,gowest_id,Dua Bendungan Ini Bisa Jadi Solusi Atasi Banjir Jakarta https://t.co/eV17dfnC57,2016-09-19T17:31:37.000Z
740,leuksteur,Mention manusia setengah dewi semacam Shani mah walaupun sudah tengah malam gini tetep aja hujan Jakarta. Banjir pak... :'3,2016-09-19T17:31:15.000Z
741,TengkuEmah,@AlfiqAbdAziz banjir?!!!,2016-09-19T17:30:52.000Z
742,AmenzzM,Lelaki kalau kene marah still rilek2 je tapi kalau perempuan kene marah habis banjir macam air pasang😂,2016-09-19T17:28:01.000Z
743,NaimAncik,"Psis banjir...
Pray for us...",2016-09-19T17:26:27.000Z
744,isandinuryadin,"Hallo...Tol antara meruya kearah tomang ruas kanan BANJIR tadi siang saat hujan...""amat sangat berbahaya bg mobil sedan yg melaju kencang""",2016-09-19T17:26:09.000Z
745,rc_inguk,"+ memang senang membuat kue jahe, sejak aku berdonasi untuk para korban banjir.

[< @rc_araki >]",2016-09-19T17:24:00.000Z
746,Lnaaaa__,Jangan main air banjir 😢,2016-09-19T17:22:10.000Z
747,EkaMuhaimin_,Wehh serious lah psis banjir?!,2016-09-19T17:20:56.000Z
748,sylviasyed,Bau je pun rasa mcm nak nangis kalau pakai boleh banjir terus johor ni ☹️ https://t.co/7dJP8sg8hF,2016-09-19T17:20:52.000Z
749,faadilah97,Bila bila masaa je psis boleh banjir,2016-09-19T17:20:29.000Z
750,belengjateng,Tim Gabungan Temukan Korban Banjir https://t.co/UvJLn8VzEE,2016-09-19T17:18:03.000Z
751,ikhsanaznr,"Soal banjir dan macet Jakarta udah galaku kayanya buat di bahas , lagi2 nyerangnya soal agama dan kemanusiaan. Politik itu gak pernah lemes",2016-09-19T17:14:37.000Z
752,lacouffe,"alo!
mau setiap hari banjir pulsa? 
join reseller aku aja yuk. cuma 20k udah dapet semua n_n lelang acc https://t.co/pvNiXoZOzz",2016-09-19T17:14:13.000Z
753,ndamayantiELF_,dah 2x plg krja kenak hujan deras n banjir,2016-09-19T17:13:04.000Z
754,myrapyja_,"@MissZurena act aku pun dpt tahu pg td and taktahu pun yg banjir dlm poli smpai air tasik camtu, sbb duduk luar kan taktahu lahh 😪",2016-09-19T17:12:35.000Z
755,shirahasbollah,Harap la pagi nanti tak banjir,2016-09-19T17:12:27.000Z
756,NaimAncik,Sabak bernam banjir,2016-09-19T17:08:48.000Z
757,AlfiqAbdAziz,Mama tak bagi balik rumah sebab banjir. Tapi major problemnya adalah takut nanti kereta karat sebab air masin. Lol,2016-09-19T17:06:53.000Z
758,TweetParpol,"Tatakota, Lingkungan, Transportasi, Banjir, dll' di Tebet Barat Dalam IV Nomor 5, Jakarta, Senin (19/9). #RebutDKI @RamliRizal @ZUL_Hasan",2016-09-19T17:06:43.000Z
759,ZakwanAbqarie,rasanya psis trending tak esok kalau banjir?,2016-09-19T17:06:31.000Z
760,syfqhslh,Patutnya amaran banjir bagi lah kiteorg balik 😭,2016-09-19T17:06:17.000Z
761,Izzazhrddin,@_Nynorsln jangan banjir sudah. Hmm takpe kristal height awaitsssss 😂,2016-09-19T17:05:39.000Z
762,dewienovitaJr,"Coba kasus sidang #JIS terbuka kaya gini, gw yakin bgt bakalan sedih dan banjir air mata dan pasti banyak yg emosi",2016-09-19T17:05:37.000Z
763,mkusumawijaya,Balai kota saja banjir. Waktunya kita semua meningkatkan keseriusan penanganan masalah air. Silusi: https://t.co/VYCuGm3JNe,2016-09-19T17:03:17.000Z
764,infokaltim,"Waspada, Banjir Karena Defisit - Radar Kaltim https://t.co/WqrXvjdAGk #bontang",2016-09-19T17:02:26.000Z
765,NrShrmn,"@NANBN_ kalai banjir roger qah, aku kan jpam datang menyelamat",2016-09-19T16:59:42.000Z
766,myraazman0903,Sepanjang study kat sini baru first time aku hadap banjir depan mata aku. Ya allah scaryyyyyy allah saja tahu,2016-09-19T16:57:19.000Z
767,juanda7juanda3,mlm in rumah aku msk banjir di belawan,2016-09-19T16:57:03.000Z
768,TengkuEmah,Kesian gila banjir teruk,2016-09-19T16:55:07.000Z
769,yaninanie1,"X pernah ade penglman banjir,sebab to gelabah n takut die bukan main lagi,rasa nk blik pahang mlm ni jgk",2016-09-19T16:53:21.000Z
770,LINESIndonesia,"Banjir dan Longsor Landa 12 Wilayah di Jawa, Masyarakat Dihimbau Waspada Potensi Hujan Lebat https://t.co/UlV2q7ZTmU https://t.co/uUgUMlmrNq",2016-09-19T16:52:56.000Z
771,ZakwanAbqarie,air laut dah naik mendadak kalau malamni hujan lebat kemungkinan psis banjir hm 😔,2016-09-19T16:52:53.000Z
772,arif_permana777,Banjir lagiiii https://t.co/5yqCnR4wpv,2016-09-19T16:52:08.000Z
773,Seraa_A,Sembang banjir air pasang bulan gerhana habeh werewolf Lycan Peterpan Tinkerbell Ruth B lost boy from Neverland semua keluar.,2016-09-19T16:51:21.000Z
774,Twtfuckcinta,Nasib abang tak korek tadi. Mau banjir agak nya.,2016-09-19T16:50:21.000Z
775,Hiraka_Silke,"[KOREANNEWS] Photogenic KPopStar @Yona_JKT48 banjir job, dipepet #duomumpung @Via_JKT48 @Della_JKT48 + @Nadila_JKT48 https://t.co/GLtS3BcSIO",2016-09-19T16:49:41.000Z
776,ijahtyrah,@amatulakmal banjir dekat court tenis tu ke? Tu sbb air longkang penuh.,2016-09-19T16:47:15.000Z
777,puanpialaaa,@PadHIL_Jones Apa boleh buek.. sabor jelee. kau kat kertih ke? sana hujan ke? ada tanda nak.banjir ke hahaha,2016-09-19T16:47:12.000Z
778,saiful_asyraf,Siapa yang dekat KAMSIS PSIS tu elok elok malam ni. Keep alert kalau banjir.,2016-09-19T16:46:36.000Z
779,SArdhin,"Dear, katanya kau akan menembus banjir lava demi cintaku. Kenapa malam Minggu gak datang?",2016-09-19T16:46:11.000Z
780,farahaninurhany,"when you think about your mom. before sleep,, automatic ""😭"" banjir",2016-09-19T16:45:25.000Z
781,mad_hanz,Ummi abi dah standby hantar kreta kat uma sdare. Esok moga2 baik2 xde banjir,2016-09-19T16:45:04.000Z
782,ohciknaalaa,hilang sendu aku bila fikir pasal poli banjir. scary gila,2016-09-19T16:45:02.000Z
783,amatulakmal,@ijahtyrah yang banjir tu air laut eh?,2016-09-19T16:43:59.000Z
784,ohciknaalaa,Everyone is too busy worrying pasal banjir pasal air laut melimpah bagai and sumpah seram bila teringat mimpi2 housemates yg bukan2 semalam,2016-09-19T16:43:33.000Z
785,shafiqshaq,"@CikJellyn ohh, kalau dah banjir sampai cmtu takkan la tak batal, nak pergi kelas kena turun bawah jgk haha",2016-09-19T16:43:25.000Z
786,ardhyslankers42,"@hendrarprihadi realitas kota semarang saat ini, dari mulai kemacetan, banjir, imb tk sesuai peruntukan, alih fungsi lahan hijau jd komersil",2016-09-19T16:42:56.000Z
787,rc_miyoung,"(( mt disini banjir juga...

aku kelelep!",2016-09-19T16:42:40.000Z
788,syasyanazari,Semoge kami dilindungi #banjir #psis,2016-09-19T16:41:57.000Z
789,FaizwanSafawi,"Kaw. Kapar, klang, pelabuhan klang dah mula banjir sebab air pasang. Kaw rumah aku tak teruk. Kaw blakang yg teruk. Risau family kt rumah 😭",2016-09-19T16:41:23.000Z
790,Lintas_MNCTV,Hujan deras yang mengguyur ibukota membuat gedung kantor Balaikota  banjir. #LintasMalam 00.40 https://t.co/AbeoX1cDRO,2016-09-19T16:37:46.000Z
791,oscarpoluan,Saya suka video @YouTube dari @ayoknonton https://t.co/wJJQ6rSQbn Kumpulan Video Dahsyatnya Banjir Manado 15 Januari 2014 ! (Sedih,2016-09-19T16:36:09.000Z
792,CikJellyn,Sedihnya poli dekat dengan laut ni. Fenomena air pasang sampai banjir 😭😭,2016-09-19T16:36:07.000Z
793,NBLH_JKT48,"Chanel Apapun yang undang @officialJKT48  pasti banjir pujian dan komentar

@OfficialRCTI @netmediatama @langitRTV @SCTV_ @whatsonANTV",2016-09-19T16:35:46.000Z
794,radarlampung,"Sebelumnya Banjir, Kini Plafon Terminal 3 Bandara Soeta Roboh
 https://t.co/MStDEYuw8L https://t.co/i0bB2VK58o",2016-09-19T16:35:22.000Z
795,iimronnn,@itawfik nasi kandar banjir la time ni baru \m/,2016-09-19T16:34:10.000Z
796,farizzkdin,Jangan laaa banjir hidunggg,2016-09-19T16:33:49.000Z
797,amy_yusoh,Tak tido coz takod banjir . Hahaa #psis https://t.co/0gULSYWzf6,2016-09-19T16:33:38.000Z
798,Edinbfmv,"Ilmu itu memusuhi orang yang tinggi hati, seperti banjir memusuhi gunung yang tinggi.

#ilmu_tak_memandang_usia... https://t.co/mRBA8eW5RA",2016-09-19T16:33:15.000Z
799,KebersihanDKI,"Persiapan liputan kadis kebersihan Selasa pagi oleh Net TV & Trans7 menyusuri Kanal Banjir Timur (KBT), dengan... https://t.co/oEPbKCnx0F",2016-09-19T16:32:56.000Z
800,HazwanHazli_,jangan tngh pagi terjaga tngok banjir sampai ke rumah sewa sudah 😂,2016-09-19T16:32:01.000Z
801,Radi_mrp,"Kenapa bowling buat longkang sedangkan tak banjir pun situ , lubang bola ada 3 sedangkan jari ada 10,sewa kasut sedangkan tak sepak? Why??",2016-09-19T16:31:06.000Z
802,syafikaAmran,Please lah poli jngn banjir 😭,2016-09-19T16:30:28.000Z
803,NCTRPs,@SMRGYIYANG ya nasib dia kaya chenle sekalinya di intro langsung banjir foto 😥😥,2016-09-19T16:28:24.000Z
804,EyzaMohdar,Ofc he is crying and his bilik banjir,2016-09-19T16:28:24.000Z
805,PYXKDahyun98,@PYXJisoo95 jangan nangis. Nanti banjir. Dubu ga mau ngepel ya,2016-09-19T16:27:35.000Z
806,imygjenk,@fxjol_ suaraku sekarang serak banjir kok oppa😂,2016-09-19T16:27:13.000Z
807,windatriwardan1,Ngungsinya jauh kali yah bg ngerinyalah banjir tuh😭😭 (with Andre at @dprimahotel) — https://t.co/La34WfY2ge,2016-09-19T16:25:54.000Z
808,yanuar_adoel25,"harusnya judul berita 'Kantor Ahok Banjir' gak usah pake TERGENANG segala, masih aja pencitraan! https://t.co/DfHzj4KhMx",2016-09-19T16:25:09.000Z
809,ShazrizalAz,"@FateynAM9691 @AdliyanaSalam teruskan nyanyi , banjir class cancel la esok haha dah la pack esok",2016-09-19T16:24:33.000Z
810,fxjol_,@imygjenk serak banjir gimana tuh jen?,2016-09-19T16:23:18.000Z
811,SiintaPuspita,Aku pernah liat beliau turun langsung dari mobilnya saat jalanan sby macet karna banjir dan lgsg atur lalulintas :) https://t.co/j9z4aELpCE,2016-09-19T16:23:01.000Z
812,achik_ezam,@fickqriey rumah tak banjir lagi. Tapi air dah penuh dah kat parit. Tp tengok video tu mmg Scarry.,2016-09-19T16:22:49.000Z
813,bundashita83,Hujan lagi....banjir lagi....,2016-09-19T16:21:48.000Z
814,imygjenk,Suaranya jadi serak banjir gini😂,2016-09-19T16:20:38.000Z
815,jeonsomipro,@ygyoonh bulan banjir ada? Datang bulan lu? Wkwk,2016-09-19T16:20:17.000Z
816,solehinmalek,@HasanahSaharin alhamdulillah.  Boleh nikmati tdoq tanpa banjir. 😂😂 goodnite hasanah 😪,2016-09-19T16:19:51.000Z
817,ShazrizalAz,@AdliyanaSalam @FateynAM9691 satgi banjir la tu 😂,2016-09-19T16:19:37.000Z
818,ygyoonh,@jeonsomipro gua dibulan anti banjir,2016-09-19T16:19:25.000Z
819,hanbinay,@eunhasshi banjir dimana,2016-09-19T16:19:15.000Z
820,Irwanda_Smg,"BANJIR :)/:( ??
faktanya ngak~",2016-09-19T16:19:01.000Z
821,Inall9,@desri_nheti masak dicikarang banjir??,2016-09-19T16:17:57.000Z
822,ryi_ryn,Psis banjir,2016-09-19T16:16:53.000Z
823,ctkhlda,"dah nak  banjir ni,tapi tade lak kat notify ws mention cuti😂",2016-09-19T16:16:50.000Z
824,fatin_arni,"@ctkhlda hahaha , ko memang ida . pergi lah terjun banjir 😂",2016-09-19T16:16:15.000Z
825,ronarisk,"Nyinyir sana sini berharap semua masalah banjir dan macet selesai, sendirinya penyebab banjir dan macet. Munafik apa gimanalah itu.",2016-09-19T16:16:12.000Z
826,mustainSTA,Penanganan Banjir Jalan Akses Bandara Juanda Ditarget Rampung Jelang Musim Hujan https://t.co/uqA1yVT9Qq,2016-09-19T16:15:50.000Z
827,SRookiesGirl,Capek foto ningning banyak banget kaya foto chenle  😥😥😥😥 sekali di intro langsung banjir foto,2016-09-19T16:15:08.000Z
828,Resyifap_,@amondarmanopo kalimatan gapernah banjir sii,2016-09-19T16:15:03.000Z
829,FateynAM9691,@AdliyanaSalam patutlah poli banjir 😆,2016-09-19T16:14:41.000Z
830,mustainSTA,"Tangani Banjir Kota, Pemkab Sidoarjo Gelontorkan Rp 8 M untuk Perbaiki Pintu Air: https://t.co/KPrJpijVHv",2016-09-19T16:14:39.000Z
831,ronarisk,"Banjir akhirnya surut setelah sampah2 yg menyumbat saluran air diberesin. See? Yg suka protes banjir tp buang sampah kemana2, ngaca dulu ya.",2016-09-19T16:14:31.000Z
832,punpunht,@rlkiyeowo @pinceus @Bearpikachu @vouzmorex @YGJISXX_ @prkchxng_ @yeojrvt yawla yawla mentab banjir kalian lg terharu,2016-09-19T16:13:02.000Z
833,solehinmalek,@HasanahSaharin munshi mmg direct banjir ja dri dlu. Tapi kawasan rumah selamat kan,2016-09-19T16:12:24.000Z
834,Nureenazmay_,Ingat banjir ni benda main main . 😑,2016-09-19T16:11:36.000Z
835,Hrrizzhlmi,"Psis? Suka la kau nyu banjir, boleh menyelam @faizizham https://t.co/RzByrpnRth",2016-09-19T16:11:13.000Z
836,desri_nheti,"Ini kenapa ya cikarang banjir, ngak ada ujan tiba2 smua pda banjir gede pdhal slma di sini ngak prnh banjir disini",2016-09-19T16:10:24.000Z
837,jeonsomipro,@ygyoonh rumah lu ini yang banjir,2016-09-19T16:10:18.000Z
838,EzahNM,Psis punya banjir sampai masuk tv and newspaper.. Ermm teruk sangat dah nie.. Takpe² kita tengok pagi nanti macam mana,2016-09-19T16:09:38.000Z
839,awatifzubit,@atoklehan ya Allah tak sangka situ pun boleh banjir ye tok. First time ?,2016-09-19T16:09:22.000Z
840,nrzuhairahh,@haidarwong bosan semenjak psis banjir 😂😂,2016-09-19T16:09:13.000Z
841,AzlanMonyet,Byk sial air dy.  Banjir trok. https://t.co/Pue2hXzBBw,2016-09-19T16:09:10.000Z
842,SafiullahSafian,Rumah banjir dek paip washing machine tk pasang betul. Cb,2016-09-19T16:08:59.000Z
843,amrhudaa,"kalau besok banjir lagi, mohon cuti seminggu",2016-09-19T16:08:53.000Z
844,republikaonline,BPBD Lebak Siaga Banjir dan Longsor https://t.co/ICZzr6S3HX,2016-09-19T16:08:47.000Z
845,solehinmalek,@HasanahSaharin jln p.ramlee x hujan ka ceq oi?? Stg banjir naya.. Tdoq ataih ayaq nnt.,2016-09-19T16:07:16.000Z
846,pashappyfun,Eh udah beres ml malah banjir....jadi bsok ane ga bisa macul nih sawahnya banjir....😰😢,2016-09-19T16:06:41.000Z
847,ygyoonh,"@jeonsomipro jangan nangis, ntr rumah banjir bahaya",2016-09-19T16:06:30.000Z
848,ShaaMustafa,@nediaasyikin melaka banjir,2016-09-19T16:06:21.000Z
849,FasihaMustafa_,"Hati tgh sedih teringat kat housemates, dia pulak mesej dengan ayat sedih macamtu. Nak suruh aku banjir macam mane 😂",2016-09-19T16:06:09.000Z
850,intansyafiqah17,@NadhirahxAzizx haahhhhh banjir mmm sedapnyaaa,2016-09-19T16:05:55.000Z
851,donghyuckr,@pupyjjong wkwkwk predebs nya memb china emang gampang dicari ya? tl pada banjir  itu wkwk,2016-09-19T16:05:10.000Z
852,alialfayed3,"Kelurahan banjir pecat lurahnya,balaikota banjir pecat gubernurnya  @temanAhok @RustamIbrahim @NusronWahid1 https://t.co/oy8KL1s2BE",2016-09-19T16:05:01.000Z
853,mawadlha,Ya allah nak banjir 😭,2016-09-19T16:03:49.000Z
854,nkracorruption,"Mana ada rumah terbakar, mana ada longkang tersumbat, mana ada banjir kilat, mana ada sampah yang tak diangkat,... https://t.co/CWRwxpizRu",2016-09-19T16:03:02.000Z
855,AdlinaNadia,@Muhaiminzulkifl kalau cuti memang best ahh time kitorang kat sana taknak pulak banjir. Hahha,2016-09-19T16:02:59.000Z
856,LeoMerdeka,@zay0104 done..keringet banjir bandang,2016-09-19T16:02:53.000Z
857,die_sign,"Hujan gede uy, cigana banjir uy kamasan.",2016-09-19T16:02:45.000Z
858,metro24_co,Dua Kecamatan Di Medan Utara Terendam Banjir https://t.co/RVLBPOjcf9 https://t.co/DrFqgoTFa1,2016-09-19T16:01:45.000Z
859,pianomansteven,"RULE #1 to working out 
Never skip Monday 

Banjir basahhhh #sweating 💪💪💪 @ Mal Artha Gading https://t.co/i0HnrhTLZj",2016-09-19T16:01:37.000Z
860,zoelfiecha,Alamat banjir lagi kalo gini terus mah =____=,2016-09-19T15:59:33.000Z
861,fazmyrull,"Air tinggi, hujan lebat baru start. Banjir is coming",2016-09-19T15:58:20.000Z
862,al_fianna,"Pak @Ronni_Hermawan_ jl.setia mekar sesudah indoporlen menuju jl.diponegoro yg deket rel rusak parah, banjir ga keliatan lobangnya 😖",2016-09-19T15:57:58.000Z
863,tqhzul,"Kalau malam ni hujan lagi, memang banjir habis kat sini.",2016-09-19T15:57:51.000Z
864,LuqmanSani,mamak mapley. melantak roti kosong banjir https://t.co/cDvwCnnex1,2016-09-19T15:57:09.000Z
865,CeritaMedan2,"Hujan, Puluhan Rumah Terendam Banjir di Marelan https://t.co/JbNLA7D7YW",2016-09-19T15:56:27.000Z
866,syaminaiman,"@AriffAsyraaff hahaha, cb,  acah rawang sejuk je smpai berkabus bagai,  haha balok ni banjir air mata aku je, haha",2016-09-19T15:56:27.000Z
867,SyzwnaHairie,"Semua banjir, Train to Busan👍",2016-09-19T15:54:42.000Z
868,TribrataNewsPml,BHABINKAMTIBMAS DESA PESUCEN SAMBANGI KORBAN BANJIR https://t.co/EMga7bhYXs,2016-09-19T15:54:18.000Z
869,AriffAsyraaff,"@syaminaiman hahaha babi rawang berkabus, balok banjir tak",2016-09-19T15:52:32.000Z
870,syaminaiman,"@AriffAsyraaff cukup la ks banjir,  kau xyh nk banjir berlinang air mata bagai  hahahahaha umah kt rawang je kot haha,",2016-09-19T15:50:17.000Z
871,syifarizal02,@anomiey mintak2 tak banjir weh,2016-09-19T15:50:11.000Z
872,aliff_kimi,Pataya banjir + Laicikang fuhhh merecik hawauu 😍😍 https://t.co/yaxnCchg0v,2016-09-19T15:49:25.000Z
873,evanpanduwinat2,"waktu acara baksos banjir kampung pulo smk.n 1 gunung sindur 
@Trans7OnTheSpot #OTS7NaikTransportasiUmum https://t.co/NYvpZ7L1AL",2016-09-19T15:49:20.000Z
874,vikasyptr,@Natasyarntp @lidyaekaa_ malioboro jangan banjir:v,2016-09-19T15:48:19.000Z
875,amcoyg,kenapa aku taktau apa apa pasal banjir pebenda ni,2016-09-19T15:47:59.000Z
876,pujisyukur361,@KruhunPajajaran semuanya telik sandi untuk bergerak cepat mengepung istana jokowi sekalipun banjir darah semuanya https://t.co/gSm5MbshwJ,2016-09-19T15:47:44.000Z
877,syaminaiman,"@AriffAsyraaff hahaha tu la pasal,  ks, tg karang banjir kottt  adehh kalau aku kt sana,  dh berenang dh hahaha",2016-09-19T15:47:42.000Z
878,AriffAsyraaff,@syaminaiman elak blackout je fon 😂 ngap ks banjir do,2016-09-19T15:45:53.000Z
879,clgeros,@petajkt #banjir https://t.co/HHtsGU8d8O,2016-09-19T15:45:53.000Z
880,nrzfrhghni,@asyrowi terlebih banjir 😭😭,2016-09-19T15:44:44.000Z
881,syfiqhizzti,Boleh balik rumah tak sebab psis dah banjir. Mood study pon dah ditengelami air hihi,2016-09-19T15:43:48.000Z
882,amy_yusoh,Hahaa . Itu okay lagi . Aku pagi nak pi class tengok banjir satu dataran . Nice welcome from psis dehh . https://t.co/9xcRgNJBaz,2016-09-19T15:43:08.000Z
883,nrafqhs,hmmm banjir 🙃,2016-09-19T15:42:15.000Z
884,ochie_geboy,"Mlm ni ujan....was"" tkt banjir iih",2016-09-19T15:42:15.000Z
885,OcixNuzurul,Aiyoo ..konvo dalam banjir ke cemana 󾰧 https://t.co/FV0mKyccLR,2016-09-19T15:42:11.000Z
886,clgeros,@petajkt #banjir https://t.co/qpTozGLfN3,2016-09-19T15:41:41.000Z
887,CNNIDconnected,"Jalanan kota Manchester, Inggris banjir akibat badai, netizen setempat ramai mengunggah kejadian tsb ke medsos. https://t.co/VPpNuzDLXt",2016-09-19T15:41:14.000Z
888,HayiSter,Kejebak banjir https://t.co/b8yezP7mEI,2016-09-19T15:40:22.000Z
889,sirap_limauu,Take care orang selangor. Buat psiapan leklok for banjir,2016-09-19T15:39:26.000Z
890,shafiqahezzate9,Banjir dengan airmata tgk cite ni. Uwaaa,2016-09-19T15:38:33.000Z
891,inkakania,"By the way...

Hujan lebat ya Allah, gak papa kok, tapi please jangan banjir besok huhu mau pergi ntar macet 😭😭😭",2016-09-19T15:38:28.000Z
892,WLK_JinLovelyz,"@wlk_sura jangan nangis, tar banjir><",2016-09-19T15:38:24.000Z
893,norihansabdin,@wina_arewin bila tak banjir cari jkr,2016-09-19T15:38:16.000Z
894,msninasway,"tidur lu, semoga esok pagi klang tak banjir.",2016-09-19T15:37:33.000Z
895,wiwekod,Berkah banjir today: sunter lancar jaya!! Wohiooo,2016-09-19T15:37:20.000Z
896,inikelilah,Bila nak banjir nya ni :(,2016-09-19T15:36:38.000Z
897,Wkasyraf,@dxnd__ @adliaziz98 aeon tak aeon ah janji tak banjir,2016-09-19T15:36:35.000Z
898,ViralEffecto,Ahok Tegur Lurah Yang Tak Tanggap Atasi Banjir di Wilayahnya https://t.co/74W5iJ05lc https://t.co/uuaQ2fuJHH,2016-09-19T15:36:01.000Z
